stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
2.1566.674578,1566,"Segura - Fortuna",41.365312,2.141662,,0,,0
2.1567.674581,1567,"Segura - Polvorí",41.364375,2.143334,,0,,0
2.1568.694105,1568,"Polvorí - Camí de la Fuxarda",41.365382,2.144961,,0,,0
2.1569.674587,1569,"Polvorí - Av Ferrer i Guàrdia",41.368073,2.144628,,0,,0
2.1570.689696,1570,"Av J.V.Foix - Pedró de la Creu",41.395544,2.119956,,0,,0
2.1571.689746,1571,"Eduardo Conde - Santa Amèlia",41.393336,2.121085,,0,,0
2.1572.680703,1572,"Via Augusta - Anglí",41.397833,2.1292,,0,,0
2.1573.675316,1573,"Via Augusta - Els Vergós",41.398257,2.125753,,0,,0
2.1575.675291,1575,"Marquès de Sentmenat - Numància",41.384969,2.136713,,0,,0
2.1576.683582,1576,"Av Madrid - Joan Güell",41.380815,2.132811,,0,,0
2.1577.674686,1577,"Les Corts - Vallespir",41.385284,2.132669,,0,,0
2.1578.691990,1578,"Pl del Centre",41.381885,2.136063,,0,,0
2.1580.679775,1580,"Guillem Tell - Riera de Cassoles",41.402796,2.148996,,0,,0
2.1581.682969,1581,"Mitre - Saragossa",41.405285,2.144073,,0,,0
2.1582.683180,1582,"Mitre - Pàdua",41.405824,2.146153,,0,,0
2.1587.689426,1587,"CAP Sarrià",41.401932,2.121444,,0,,0
2.1589.674415,1589,"Doctor Pi i Molist - Fabra i Puig",41.430771,2.174491,,0,,0
2.1590.695667,1590,"Fabra i Puig - Meridiana",41.430274,2.181903,,0,,0
2.1591.675699,1591,"Fabra i Puig - Arnau d'Oms",41.430324,2.177722,,0,,0
2.1592.690564,1592,"Fabra i Puig - Arnau d'Oms",41.430338,2.176723,,0,,0
2.1594.674653,1594,"Pl Karl Marx",41.439395,2.162486,,0,,0
2.1595.694767,1595,"Centre Esportiu Ciutat Meridiana",41.459327,2.176256,,0,,0
2.1597.674509,1597,"Jorge Manrique - Av Cardenal Vidal i Barraquer",41.431433,2.149286,,0,,0
2.1599.689621,1599,"Via Laietana - Manresa",41.382821,2.180363,,0,,0
2.1600.692380,1600,"Via Laietana - Pl Ramon Berenguer",41.385071,2.17739,,0,,0
2.1602.674770,1602,"Via Laietana - Pl Ramon Berenguer",41.384963,2.177278,,0,,0
2.1604.676843,1604,"Pg Marítim - Pepe Rubianes",41.379151,2.192132,,0,,0
2.1605.683949,1605,"Pepe Rubianes",41.378391,2.190071,,0,,0
2.1606.679267,1606,"Pg Marítim - Pepe Rubianes",41.379165,2.192298,,0,,0
2.1610.675927,1610,"Carrer número 4 - Carrer C",41.329827,2.131949,,0,,0
2.1611.675903,1611,"Av Gran Via - Rambla Marina",41.348273,2.112261,,0,,0
2.1612.691674,1612,"Av Gran Via - Av Mare de Déu de Bellvitge",41.346167,2.11024,,0,,0
2.1613.690930,1613,"Rambla Marina - Metro de Bellvitge",41.35162,2.110198,,0,,0
2.1614.675820,1614,"Carrer número 4 - Carrer B",41.329619,2.133333,,0,,0
2.1615.675926,1615,"Carrer número 4 - Carrer D",41.331081,2.128353,,0,,0
2.1616.690523,1616,"Pg Pujades - Parc de la Ciutadella",41.389982,2.185053,,0,,0
2.1617.684710,1617,"Carrer número 4 - Mercabarna",41.334345,2.119037,,0,,0
2.1618.675924,1618,"Carrer número 4 - Carrer F",41.33299,2.122905,,0,,0
2.1619.675925,1619,"Carrer número 4 - Carrer E",41.332135,2.125338,,0,,0
2.1620.691595,1620,"Metro Poble Sec",41.37488,2.159895,,0,,0
2.1621.693367,1621,"Palamós - Tamariu",41.449414,2.186129,,0,,0
2.1622.691609,1622,"S'Agaró - Sa Tuna",41.451406,2.187922,,0,,0
2.1624.690708,1624,"Parc del Turó de la Peira",41.433376,2.163352,,0,,0
2.1625.690494,1625,"Mercat Mare de Déu de Núria",41.459926,2.172569,,0,,0
2.1626.676635,1626,"Perafita - Av Rasos de Peguera",41.45967,2.170418,,0,,0
2.1630.695670,1630,"Badajoz - Doctor Trueta",41.396172,2.198794,,0,,0
2.1631.674484,1631,"Marina - Ramon Turró",41.390871,2.191899,,0,,0
2.1633.691732,1633,"Jacint Verdaguer - de la TV3",41.373976,2.07146,,0,,0
2.1636.683241,1636,"Tamarit - Mercat de Sant Antoni",41.379969,2.162654,,0,,0
2.1637.674819,1637,"Pg Reina Elisenda - Major de Sarrià",41.399806,2.120795,,0,,0
2.1638.675928,1638,"Carrer A - Carrer número 3",41.334949,2.140311,,0,,0
2.1639.675929,1639,"Carrer A- Comissaria Portuària",41.338013,2.142164,,0,,0
2.1640.675141,1640,"Carrer A - Comissaria Portuària",41.337416,2.141249,,0,,0
2.1641.675818,1641,"Carrer A - Carrer número 3",41.331041,2.137357,,0,,0
2.1642.675819,1642,"Carrer A - Carrer número 4",41.329164,2.136191,,0,,0
2.1643.675922,1643,"Mercabarna - Mercat del Peix",41.334052,2.117334,,0,,0
2.1644.682851,1644,"Palamós - La Fosca",41.447867,2.185263,,0,,0
2.1645.675138,1645,"Carrer D - Carrer número 4",41.33011,2.128757,,0,,0
2.1646.675139,1646,"Carrer D - Carrer número 5",41.327592,2.127203,,0,,0
2.1647.675140,1647,"Carrer D - Carrer número 6",41.324901,2.125546,,0,,0
2.1650.675305,1650,"Av Doctor Marañón - Av de Xile",41.381439,2.11435,,0,,0
2.1652.686090,1652,"Riu Llobregat - Riu Ebre",41.316754,2.087585,,0,,0
2.1653.691546,1653,"Ctra d'Esplugues - Domènech i Montaner",41.364416,2.07564,,0,,0
2.1654.691548,1654,"Ctra d'Esplugues - Torras i Bages",41.361171,2.072433,,0,,0
2.1655.675528,1655,"Av Sant Ildefons - Av República Argentina",41.362768,2.082816,,0,,0
2.1656.675525,1656,"Av Sant Ildefons - Bruc",41.36049,2.080818,,0,,0
2.1657.688881,1657,"Av Barcelona - Mare de Déu de la Mercè",41.368507,2.070638,,0,,0
2.1658.675511,1658,"St Martí de l'Erm - Marquès de Monistrol",41.371411,2.070081,,0,,0
2.1659.689549,1659,"Ciutat d'Asunción - Tucumán",41.444586,2.199257,,0,,0
2.1660.674419,1660,"Pl Maragall - Xiprer",41.41888,2.180476,,0,,0
2.1661.674972,1661,"Rambla Prim - Pallars",41.414336,2.214866,,0,,0
2.1663.675704,1663,"Meridiana - Pl dels Jardins d'Elx",41.4235,2.187079,,0,,0
2.1665.675098,1665,"Guipúscoa - Extremadura",41.424692,2.208523,,0,,0
2.1666.675812,1666,"Bernat Metge - Argentina",41.420188,2.211767,,0,,0
2.1669.689863,1669,"Carrer número 1 - Carrer número 60",41.344949,2.144315,,0,,0
2.1670.688269,1670,"Transports Metropolitans de Barcelona",41.346736,2.14228,,0,,0
2.1671.675007,1671,"Area Metropolitana de Barcelona",41.346705,2.142219,,0,,0
2.1690.686086,1690,"Riu Llobregat - Riu Túria",41.3171,2.08495,,0,,0
2.1691.694256,1691,"Riu Llobregat - Av Onze de Setembre",41.317465,2.08335,,0,,0
2.1695.675445,1695,"Ctra d'Horta",41.438971,2.154218,,0,,0
2.1696.675786,1696,"Fusters - Ctra Nacional 150",41.464179,2.174811,,0,,0
2.1697.695196,1697,"Ctra Reial - Ateneu",41.378633,2.077387,,0,,0
2.1699.675099,1699,"Bernat Metge - Rambla Prim",41.420458,2.211899,,0,,0
2.1701.675593,1701,"Fusters - Ctra Nacional 150",41.464613,2.175078,,0,,0
2.1702.674872,1702,"General Mendoza - Santa Rosalia",41.421466,2.141633,,0,,0
2.1703.675798,1703,"Les Agudes (a Torre Baró-Vallbona)",41.461547,2.175902,,0,,0
2.1704.684705,1704,"Les Agudes - Costabona (a Torre Baró-Vallbona)",41.462708,2.177347,,0,,0
2.1705.675791,1705,"Vallcivera - Pl Roja",41.461181,2.179395,,0,,0
2.1706.675805,1706,"Av Rasos de Peguera - Pedraforca",41.460493,2.173803,,0,,0
2.1707.684706,1707,"Les Agudes - Costabona (a Can Cuiàs)",41.462681,2.177265,,0,,0
2.1708.684707,1708,"Les Agudes - Av Rasos de Peguera (a Can Cuiàs)",41.461477,2.175881,,0,,0
2.1709.685461,1709,"Meridiana - Ctra de Ribes",41.449895,2.188848,,0,,0
2.1710.687154,1710,"Pg de Santa Coloma - Ctra de Ribes",41.44513,2.189791,,0,,0
2.1711.675639,1711,"Via Favència - Ctra de Ribes",41.447117,2.189923,,0,,0
2.1712.694892,1712,"Pl Josep Andreu i Abelló - Trinitat Vella",41.447863,2.190509,,0,,0
2.1713.691613,1713,"Les Corts - Aurora Bertrana",41.377057,2.119821,,0,,0
2.1714.674548,1714,"Pare Manyanet - Sant Sebastià",41.427701,2.191346,,0,,0
2.1715.675740,1715,"Av Mossèn Joaquim Castellví - Barcelona",41.487644,2.187772,,0,,0
2.1716.680869,1716,"Rambla dels  Països Catalans - Torras i Bages",41.489388,2.186889,,0,,0
2.1717.680868,1717,"Rambla dels  Països Catalans - Pl Espanya",41.491288,2.185462,,0,,0
2.1718.675582,1718,"Av Riera de Sant Cugat - Ptge de la Pintura",41.485729,2.181499,,0,,0
2.1719.676586,1719,"Anselm Clavé - Pl Espanya",41.491949,2.183728,,0,,0
2.1720.678982,1720,"Av Indústria - Av Camp Roig",41.38049,2.066909,,0,,0
2.1721.683129,1721,"Av Indústria - Ramón i Cajal",41.381787,2.068691,,0,,0
2.1722.695997,1722,"Av Lluís Companys - Av Generalitat",41.375373,2.05683,,0,,0
2.1723.695999,1723,"Av Lluís Companys - Rubió i Tuduri",41.377404,2.06016,,0,,0
2.1724.696001,1724,"Av Lluís Companys - Pla del Vent",41.378512,2.061994,,0,,0
2.1725.688475,1725,"Complex Esportiu Hospitalet Nord",41.37649,2.101576,,0,,0
2.1726.676630,1726,"Laureà Miró - Molí",41.376892,2.096008,,0,,0
2.1728.675547,1728,"Av Maresme - Av de la Fama",41.34969,2.087016,,0,,0
2.1729.686720,1729,"Pl Espanya - Sant Tomàs",41.491228,2.183832,,0,,0
2.1730.686620,1730,"Mercat Ciutat Meridiana",41.462304,2.178201,,0,,0
2.1731.675804,1731,"Les Agudes - Can Cuiàs",41.463726,2.175517,,0,,0
2.1732.675803,1732,"Les Agudes 31",41.463555,2.178125,,0,,0
2.1733.684676,1733,"Les Agudes 118-124",41.461211,2.174072,,0,,0
2.1736.675009,1736,"Estació TIR - Pg Zona Franca",41.346925,2.148719,,0,,0
2.1737.688851,1737,"Av Barcelona - Poliesportiu Municipal",41.367979,2.064016,,0,,0
2.1739.686479,1739,"Fructuós Gelabert - Jacint Verdaguer",41.37276,2.067297,,0,,0
2.1741.688581,1741,"Cotxeres TB Zona Franca",41.32987,2.137157,,0,,0
2.1742.691796,1742,"Mitre - Balmes",41.404254,2.140622,,0,,0
2.1743.675782,1743,"Ctra Cementiri de Collserola - Coll de La Ventosa",41.449921,2.158937,,0,,0
2.1744.694245,1744,"Tibidabo - Mare de Déu de Montserrat",41.427545,2.21114,,0,,0
2.1745.684457,1745,"Via Augusta - Margenat",41.402008,2.12044,,0,,0
2.1746.686142,1746,"Av dels Països Catalans - Somatents",41.377829,2.091891,,0,,0
2.1747.675488,1747,"Av dels Països Catalans - Direcció Gral d'Esports",41.379655,2.094964,,0,,0
2.1749.691734,1749,"Ctra Reial - Rambla Modolell",41.378569,2.076869,,0,,0
2.1750.691728,1750,"Ctra Reial - de l'Estalvi",41.378268,2.079496,,0,,0
2.1751.675504,1751,"Laureà Miró - Anton Fortuny",41.377957,2.082374,,0,,0
2.1752.688987,1752,"Av Madrid - Carles III",41.378713,2.127706,,0,,0
2.1753.688989,1753,"Av Madrid - Benavent",41.377393,2.125406,,0,,0
2.1754.679805,1754,"Av Madrid - Comte de Güell",41.376134,2.123659,,0,,0
2.1755.686166,1755,"Sants - Munné",41.375605,2.122873,,0,,0
2.1756.675280,1756,"Metro Badal",41.375601,2.128797,,0,,0
2.1758.676523,1758,"Coll de La Ventosa",41.450152,2.159132,,0,,0
2.1759.675749,1759,"Ctra del Cementiri de Collserola - Recinte Hebreu",41.459721,2.155028,,0,,0
2.1760.675750,1760,"Ctra Cementiri Collserola - Camí Vall de St Iscle",41.458991,2.154819,,0,,0
2.1761.687362,1761,"Av l'Alzinar - Transversal",41.46163,2.182768,,0,,0
2.1764.689724,1764,"Av Icària - Joan Miró",41.390328,2.195773,,0,,0
2.1765.690040,1765,"Meridiana - Pare Pérez del Pulgar",41.453439,2.18916,,0,,0
2.1766.686067,1766,"Metro Badal",41.375499,2.127962,,0,,0
2.1767.675173,1767,"Pl de Sants",41.375489,2.13427,,0,,0
2.1768.675282,1768,"Sants - Rambla del Brasil",41.375555,2.131029,,0,,0
2.1769.675169,1769,"Badal - Constitució",41.369376,2.133047,,0,,0
2.1775.691809,1775,"Av Tibidabo - Ronda de Dalt",41.414289,2.134144,,0,,0
2.1776.674762,1776,"Pl Alfonso Comín - Isaac Newton",41.41515,2.136141,,0,,0
2.1777.682577,1777,"Major de Can Caralleu - Ronda de Dalt",41.401281,2.113442,,0,,0
2.1778.689940,1778,"Meridiana - S'Agaró",41.448149,2.187808,,0,,0
2.1779.682973,1779,"Ctra d'Horta - Ronda de Dalt",41.439599,2.15436,,0,,0
2.1780.674556,1780,"Lima - Caracas",41.439228,2.204478,,0,,0
2.1781.675008,1781,"Estació TIR - Ronda Litoral",41.347015,2.148776,,0,,0
2.1785.675621,1785,"Costa Pacheco 21",41.428037,2.131294,,0,,0
2.1788.683453,1788,"Trelawny - Av Litoral",41.385672,2.194599,,0,,0
2.1789.692052,1789,"Av Granvia - Hospital de Bellvitge",41.343168,2.105187,,0,,0
2.1791.690229,1791,"Berenguer de Palou - Baixada de La Sagrera",41.420899,2.19132,,0,,0
2.1792.675336,1792,"Sagrera - Pl del General Moragues",41.418211,2.191309,,0,,0
2.1800.675759,1800,"Pl de l'Agrupació número 9",41.457522,2.16302,,0,,0
2.1801.675755,1801,"Agrupació número 16·17",41.463374,2.159267,,0,,0
2.1802.675661,1802,"Funicular de Vallvidrera - Pl Pep Ventura",41.414524,2.10531,,0,,0
2.1803.675662,1803,"Funicular de Vallvidrera",41.414226,2.105831,,0,,0
2.1804.675666,1804,"Camí Vell",41.408909,2.10165,,0,,0
2.1805.675763,1805,"Pl La Masia",41.480702,2.165273,,0,,0
2.1806.691871,1806,"Ctra del Cementiri de Collserola - Ramon Llull",41.473323,2.165004,,0,,0
2.1808.675765,1808,"Sales de Vetlla - Capelles",41.47033,2.156882,,0,,0
2.1809.675761,1809,"Ramon Llull - Ctra de Montcada",41.474253,2.166233,,0,,0
2.1810.685653,1810,"Cruïlla de Carreteres",41.418296,2.11655,,0,,0
2.1811.685651,1811,"Ctra de Vallvidrera - Accés Escola Judicial",41.416668,2.112264,,0,,0
2.1812.695723,1812,"Parc de la Budellera",41.415807,2.109969,,0,,0
2.1814.675664,1814,"Mont d'Orsà - Romanimar",41.411034,2.102903,,0,,0
2.1815.675668,1815,"Camí Santa Creu d'Olorda",41.409021,2.10165,,0,,0
2.1816.675665,1816,"Mont d'Orsà",41.41129,2.103152,,0,,0
2.1817.683169,1817,"Pl de Vallvidrera - Alberes",41.412984,2.104667,,0,,0
2.1818.695725,1818,"Font del Mont - Parc de la Budellera",41.415775,2.110065,,0,,0
2.1819.675658,1819,"Accés Escola Judicial",41.416693,2.112606,,0,,0
2.1820.685655,1820,"Ctra de Vallvidrera - Cruïlla de Carreteres",41.41777,2.116702,,0,,0
2.1821.680404,1821,"Mentora Alsina",41.421733,2.12111,,0,,0
2.1825.675683,1825,"Cardenal Tedeschini - Pl del Congrés Eucarístic",41.426185,2.181523,,0,,0
2.1826.675153,1826,"Pl Dante",41.36864,2.165212,,0,,0
2.1827.675620,1827,"Costa Pacheco - Av Elies Pagès",41.428356,2.132452,,0,,0
2.1828.675618,1828,"Av Elies Pagès - Natzaret",41.427466,2.134806,,0,,0
2.1829.686500,1829,"Av Indústria - Jacint Benavente",41.382624,2.069893,,0,,0
2.1832.694699,1832,"Caracas - Clariana",41.447186,2.201122,,0,,0
2.1835.681349,1835,"Olesa - Campo Florido",41.421444,2.183588,,0,,0
2.1841.686030,1841,"Consell de Cent - Rector Triadó",41.376557,2.145704,,0,,0
2.1842.694031,1842,"Moianès - Vilardell",41.374266,2.142472,,0,,0
2.1848.692258,1848,"Constitució - Riera de Tena",41.369524,2.134587,,0,,0
2.1849.685785,1849,"Olzinelles - Constitució",41.370357,2.13771,,0,,0
2.1850.675890,1850,"Olzinelles - Noguera Pallaresa",41.371937,2.137049,,0,,0
2.1851.686140,1851,"Pl Bonet i Muixí",41.374228,2.136371,,0,,0
2.1852.683211,1852,"Tajo - Ptge Vila i Rosell",41.429594,2.16035,,0,,0
2.1855.678040,1855,"Lisboa - Alarcón",41.427572,2.153826,,0,,0
2.1856.676595,1856,"Plàtans - Pl de la Clota",41.426254,2.150605,,0,,0
2.1857.686020,1857,"Granja Vella - Basses d'Horta",41.427134,2.144904,,0,,0
2.1858.686022,1858,"Granja Vella - Pg  Vall d'Hebron",41.42715,2.14405,,0,,0
2.1859.675920,1859,"Coll i Alentorn - Av Martí i Codolar",41.424512,2.147835,,0,,0
2.1860.675917,1860,"Pantà de Tremp - Pl de la Clota",41.425689,2.149997,,0,,0
2.1861.678042,1861,"Lisboa - Serrallonga",41.427457,2.153901,,0,,0
2.1862.675965,1862,"Av Joan XXIII - Maternitat",41.384196,2.122772,,0,,0
2.1863.675966,1863,"Sor Eulàlia d'Anzizu - Gran Capità",41.388114,2.109948,,0,,0
2.1864.675967,1864,"Sor Eulàlia d'Anzizu - Dulcet",41.389938,2.112436,,0,,0
2.1865.675968,1865,"Miret i Sans - Av d'Esplugues",41.391528,2.110861,,0,,0
2.1868.675971,1868,"Joan d'Alòs - Av Pearson",41.391457,2.10383,,0,,0
2.1869.675972,1869,"Torrent de les Roses - Mare de Déu de la Merçé",41.389236,2.103567,,0,,0
2.1870.691817,1870,"Pl Coll de Finestrelles",41.389022,2.104255,,0,,0
2.1872.675908,1872,"Josep Serrano - Baró Sant Lluís",41.417233,2.162583,,0,,0
2.1873.675909,1873,"Jaume Puigvert - Josep Serrano",41.416715,2.161193,,0,,0
2.1874.675910,1874,"Av Can Baró - Bismarck",41.415217,2.161152,,0,,0
2.1879.679497,1879,"Diagonal - Ciutat de Granada",41.404189,2.191262,,0,,0
2.1880.675931,1880,"Diagonal - Roc Boronat",41.404571,2.191227,,0,,0
2.1881.675942,1881,"Parc de Cervantes",41.385277,2.104711,,0,,0
2.1882.691805,1882,"Doctor Ferran",41.390656,2.123588,,0,,0
2.1883.676813,1883,"Manila - Doctor Ferran",41.389789,2.125636,,0,,0
2.1885.675912,1885,"Ronda Guinardó - Sardenya",41.412174,2.162659,,0,,0
2.1886.675950,1886,"Fabra i Puig",41.429359,2.183873,,0,,0
2.1887.685159,1887,"Metro Maragall",41.424755,2.177418,,0,,0
2.1890.675935,1890,"Diagonal - Josep Pla",41.410003,2.212899,,0,,0
2.1891.675933,1891,"Diagonal - Selva de Mar",41.409165,2.209545,,0,,0
2.1892.675940,1892,"Diagonal - Fluvià",41.407908,2.204555,,0,,0
2.1893.684940,1893,"Diagonal - Parc del Poblenou",41.406357,2.198312,,0,,0
2.1894.679299,1894,"Diagonal - Rambla del Poblenou",41.405444,2.194704,,0,,0
2.1896.679482,1896,"Diagonal - Pere IV",41.406292,2.199611,,0,,0
2.1897.675941,1897,"Diagonal - Bac de Roda",41.407592,2.204838,,0,,0
2.1898.675934,1898,"Diagonal - Metro Selva de Mar",41.408882,2.209974,,0,,0
2.1899.675936,1899,"Diagonal - Agricultura",41.40965,2.213097,,0,,0
2.1900.688091,1900,"Antonio Machado - Barri de Canyelles",41.444218,2.170234,,0,,0
2.1901.675945,1901,"Metro Fabra i Puig",41.431678,2.18325,,0,,0
2.1903.681934,1903,"Ctra Reial - Comerç",41.379573,2.066913,,0,,0
2.1905.676828,1905,"Balmes - Pelai",41.38606,2.166794,,0,,0
2.1906.675951,1906,"Arnau d'Oms - La Jota",41.429313,2.177416,,0,,0
2.1907.675949,1907,"Ramon Albó - Alexandre Galí",41.42665,2.177281,,0,,0
2.1908.695677,1908,"Meridiana - Navas de Tolosa",41.413555,2.186732,,0,,0
2.1910.675982,1910,"Via Favència - Pablo Iglesias",41.446364,2.18277,,0,,0
2.1911.675954,1911,"Ctra de Vallvidrera al Tibidabo",41.424128,2.119182,,0,,0
2.1912.684268,1912,"Mare de Déu de Port - Foneria",41.360594,2.14033,,0,,0
2.1913.694033,1913,"Alts Forns-Mare de Déu de Port",41.359782,2.142398,,0,,0
2.1914.675960,1914,"Foc - Mare de Déu de Port",41.358417,2.144037,,0,,0
2.1915.688250,1915,"Ferrocarrils Catalans - Foc",41.359464,2.14448,,0,,0
2.1916.691554,1916,"Ferrocarrils Catalans - Alts Forns",41.360311,2.143043,,0,,0
2.1917.675957,1917,"Ferrocarrils Catalans - Aviador Duran",41.361352,2.141306,,0,,0
2.1919.685235,1919,"Av Baix Llobregat - St Martí de l'Erm",41.373772,2.073974,,0,,0
2.1920.675963,1920,"Josep Trueta - Sant Martí de L'Erm",41.37282,2.071313,,0,,0
2.1921.688834,1921,"Sant Martí de l'Erm - Josep Trueta",41.371721,2.0706,,0,,0
2.1922.688836,1922,"Av Barcelona - Extremadura",41.369312,2.073349,,0,,0
2.1925.675979,1925,"Piferrer - Deià",41.432115,2.177744,,0,,0
2.1926.677802,1926,"Piferrer - Pintor Alsamora",41.434481,2.1797,,0,,0
2.1927.692593,1927,"Av Rio de Janeiro - Pg Valldaura",41.43893,2.18159,,0,,0
2.1928.675981,1928,"Pl Àngel Pestaña",41.44101,2.179245,,0,,0
2.1930.682433,1930,"Av Rio de Janeiro - Baltasar Gracián",41.440098,2.182542,,0,,0
2.1932.675976,1932,"Pg Andreu Nin - Rosselló i Porcel",41.436616,2.182286,,0,,0
2.1933.677798,1933,"Pg Ciutat de Mallorca - Av Rio de Janeiro",41.432491,2.180522,,0,,0
2.1935.675977,1935,"Escultor Ordóñez - Pl de Sóller",41.433608,2.174932,,0,,0
2.1937.691748,1937,"Metro Maragall",41.424602,2.176973,,0,,0
2.1938.675991,1938,"Mitre - Doctor Fleming",41.394848,2.133718,,0,,0
2.1939.691788,1939,"Mitre - Ganduxer",41.398898,2.133885,,0,,0
2.1940.691754,1940,"Mitre - Ganduxer",41.398752,2.133459,,0,,0
2.1941.675990,1941,"Mitre - Doctor Fleming",41.394782,2.133414,,0,,0
2.1943.687802,1943,"Virgili - Pl de Montserrat Roca i Baltà",41.431303,2.19342,,0,,0
2.1950.675996,1950,"La Fosca - Chafarinas",41.448162,2.183251,,0,,0
2.1954.676002,1954,"Segura - Anoia",41.362561,2.140537,,0,,0
2.1955.677995,1955,"Segura - Foneria",41.362895,2.141768,,0,,0
2.1958.676006,1958,"Av dels Quinze - Costa i Cuxart",41.428098,2.174701,,0,,0
2.1959.688460,1959,"Pl de les Roquetes",41.448399,2.176179,,0,,0
2.1960.676009,1960,"Parc del Pla de Fornells",41.448503,2.176362,,0,,0
2.1961.690579,1961,"Fabra i Puig - Pg  Urrutia",41.436643,2.164549,,0,,0
2.1963.690581,1963,"Fabra i Puig - Pg  Urrutia",41.436819,2.164489,,0,,0
2.1970.683285,1970,"Rambla del Brasil - Roger",41.377266,2.129587,,0,,0
2.1973.682405,1973,"Radi - Ctra del Prat",41.362647,2.134807,,0,,0
2.1975.695528,1975,"Av Pablo Picasso - Marià Fortuny",41.354009,2.087735,,0,,0
2.1976.676520,1976,"Badal - Av Carrilet",41.366544,2.134108,,0,,0
2.1980.676155,1980,"Estació Av del Carrilet",41.358299,2.103502,,0,,0
2.1982.676178,1982,"Av Paral·lel",41.374825,2.152836,,0,,0
2.1983.687775,1983,"Carrer A - Carrer número 2",41.342374,2.144295,,0,,0
2.1984.676022,1984,"Escorial - Sant Lluís",41.406345,2.162298,,0,,0
2.1985.676023,1985,"Sant Salvador - Massens",41.408397,2.155967,,0,,0
2.1986.676024,1986,"Sant Salvador - Verdi",41.407008,2.153413,,0,,0
2.1987.676025,1987,"Sargelet - Maignon",41.408954,2.150858,,0,,0
2.1988.676026,1988,"Valldoreix - Verdi",41.410068,2.151494,,0,,0
2.1989.676027,1989,"Av del Coll del Portell - Sostres",41.410661,2.151408,,0,,0
2.1990.678961,1990,"Sostres - Baixada de la Glòria",41.412239,2.149738,,0,,0
2.1991.676029,1991,"Arnold Schönberg - Av del Coll del Portell",41.41293,2.149311,,0,,0
2.1992.676030,1992,"Av del Coll del Portell - Baixada de la Glòria",41.412099,2.150325,,0,,0
2.1993.676031,1993,"Av del Coll del Portell - Rambla de Mercedes",41.411183,2.151865,,0,,0
2.1994.676032,1994,"Albigesos - Verdi",41.410535,2.150596,,0,,0
2.1995.676033,1995,"Verdi - Valldoreix",41.409268,2.151549,,0,,0
2.1996.676035,1996,"Pl Rovira i Trias",41.407585,2.158781,,0,,0
2.1997.676034,1997,"Torrent de les Flors - Cardener",41.409702,2.156679,,0,,0
2.1998.676161,1998,"Ctra Cementiri Collserola - Residència Joan XXIII",41.465157,2.156006,,0,,0
2.1999.676162,1999,"Residència Joan XXIII",41.464957,2.155989,,0,,0
2.2004.685820,2004,"Oblit - direcció Font d'en Fargas",41.419321,2.177609,,0,,0
2.2005.693263,2005,"Rambla Volart - Flors de Maig",41.417625,2.174418,,0,,0
2.2006.695884,2006,"La Bisbal - Av Mare de Déu de Montserrat",41.418265,2.172274,,0,,0
2.2007.676054,2007,"Aguilar - Alt de Pedrell",41.425489,2.169482,,0,,0
2.2008.676038,2008,"Aguilar - Montserrat de Casanovas",41.423092,2.169784,,0,,0
2.2009.676039,2009,"Garriga i Roca - Sales Ferrer",41.421174,2.169872,,0,,0
2.2010.681617,2010,"Garriga i Roca - Ercilla",41.419783,2.170683,,0,,0
2.2012.687087,2012,"Rambla de la Muntanya - Vinyals",41.420136,2.175347,,0,,0
2.2020.676036,2020,"Torrent de les Flors - Sant Lluís",41.406152,2.160202,,0,,0
2.2021.676037,2021,"Pl Joanic",41.404928,2.16248,,0,,0
2.2022.680533,2022,"Granja Vella - Av Martí i Codolar",41.426859,2.147947,,0,,0
2.2023.676135,2023,"Calderón de la Barca - Ctra del Carmel",41.419015,2.157319,,0,,0
2.2024.676137,2024,"Calderón de la Barca - Alcalde de Zalamea",41.420629,2.15684,,0,,0
2.2025.678048,2025,"Segimon - L'Alguer",41.420952,2.155096,,0,,0
2.2026.676138,2026,"Fastenrath - L'Hortal",41.421921,2.152672,,0,,0
2.2028.676140,2028,"Camí dels Àngels",41.421661,2.148969,,0,,0
2.2029.676141,2029,"Parc de La Creueta del Coll",41.421295,2.146272,,0,,0
2.2034.676134,2034,"Metro Penitents",41.417448,2.140595,,0,,0
2.2037.684394,2037,"Sigüenza - La Murtra",41.42326,2.152613,,0,,0
2.2038.676147,2038,"Sigüenza - Ramon Rocafull",41.424123,2.154142,,0,,0
2.2039.676148,2039,"Mercat del Carmel",41.423571,2.155356,,0,,0
2.2040.676149,2040,"Conca de Tremp - Agudells",41.422319,2.156492,,0,,0
2.2041.682832,2041,"Conca de Tremp - Arbós",41.421284,2.157319,,0,,0
2.2042.676136,2042,"Conca de Tremp - Queixans",41.420023,2.15751,,0,,0
2.2043.683033,2043,"Manso - Comte Borrell",41.3774,2.161458,,0,,0
2.2044.692189,2044,"Riera Alta - Nou de Dulce",41.38034,2.163744,,0,,0
2.2045.687506,2045,"Riera Alta - Erasme de Janer",41.380478,2.16646,,0,,0
2.2046.679198,2046,"Rambla del Raval - Aurora",41.379306,2.168224,,0,,0
2.2047.683474,2047,"Rambla del Raval - Sant Pau",41.37763,2.170218,,0,,0
2.2048.683350,2048,"Av Drassanes - Arc del Teatre",41.376628,2.173082,,0,,0
